date,convenience_store,store,name,address,city,zipcode,store_location,county_number,county,category,category_name,vendor_no,vendor,item,description,pack,liter_size,state_btl_cost,btl_price,bottle_qty,total
2014-01-09,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,297,Laird And Company,35918,Five O'clock,6,1750,7.2,10.79,1,10.79
2014-07-02,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,297,Laird And Company,35918,Five O'clock Vodka,6,1750,7.2,10.8,2,21.6
2014-04-17,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,297,Laird And Company,35918,Five O'clock,6,1750,7.2,10.79,2,21.58
2015-02-23,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.17,10.76,12,129.12
2015-02-16,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56
2014-05-15,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56
2014-08-29,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56
2014-08-07,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56
2014-03-06,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.17,10.76,12,129.12
2014-11-03,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56
2014-07-17,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.17,10.76,12,129.12
2014-04-17,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.17,10.76,12,129.12
2014-05-29,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56
2014-02-06,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56
2014-04-03,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56
2014-01-16,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,434,LUXCO,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56
2014-01-09,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,434,LUXCO,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56
2014-06-12,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,434,Luxco-St Louis,36668,Korski Vodka,6,1750,7.04,10.56,1,10.56
2014-04-10,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,434,Luxco-St Louis,36668,Korski Vodka,6,1750,7.04,10.56,2,21.12
2014-09-08,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,300,Mccormick Distilling Company,36908,Mccormick Vodka Pet,6,1750,7.47,11.21,1,11.21
2014-05-29,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,300,Mccormick Distilling Company,36908,Mccormick Vodka Pet,6,1750,7.47,11.21,6,67.26
2014-11-07,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,421,Sazerac Co. Inc.,36978,Nikolai Vodka,6,1750,6.92,10.38,1,10.38
2014-01-02,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,380,Phillips Beverage Company,37348,Phillips Vodka,6,1750,7.6,11.4,1,11.4
2014-12-01,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,380,Phillips Beverage Company,37348,Phillips Vodka,6,1750,7.6,11.4,1,11.4
2015-02-23,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,260,Diageo Americas,37418,Popov Vodka 80 Prf,6,1750,8.5,12.75,2,25.5
2014-10-27,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,255,Wilson Daniels Ltd.,37888,Seagrams Vodka,6,1750,10.0,15.0,1,15.0
2014-05-08,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,55,Sazerac North America,37938,Skol Vodka,6,1750,7.11,10.67,2,21.34
2014-10-20,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,55,Sazerac North America,37938,Skol Vodka,6,1750,7.11,10.67,1,10.67
2014-04-17,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,260,Diageo Americas,37998,Smirnoff Vodka 80 Prf,6,1750,14.75,22.12,1,22.12
2014-04-17,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,260,Diageo Americas,37998,Smirnoff Vodka 80 Prf,6,1750,14.75,22.12,1,22.12
2014-05-08,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,260,Diageo Americas,38008,Smirnoff Vodka 80 Prf Pet,6,1750,14.75,22.12,2,44.24
2014-05-08,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,260,Diageo Americas,38008,Smirnoff Vodka 80 Prf Pet,6,1750,14.75,22.12,2,44.24
2014-02-27,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,260,Diageo Americas,38008,Smirnoff Vodka 80 Prf Pet,6,1750,14.75,22.12,6,132.72
2014-01-16,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031080,80 PROOF VODKA,260,Diageo Americas,38008,Smirnoff Vodka 80 Prf Pet,6,1750,14.75,22.12,1,22.12
2014-07-10,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41625,Uv Grape Vodka,6,1750,10.64,15.96,2,31.92
2014-05-29,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41625,Uv Grape Vodka,6,1750,10.64,15.96,2,31.92
2014-08-25,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41692,Uv Blue (raspberry) Vodka,6,1750,10.49,15.99,3,47.97
2014-04-03,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41692,Uv Blue (raspberry) Vodka,6,1750,7.99,13.49,1,13.49
2014-01-16,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41783,Uv Blue Raspberry Vodka Mini,6,500,4.89,7.34,1,7.34
2014-12-01,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1062310,SPICED RUM,259,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,1750,11.55,17.33,6,103.98
2014-07-24,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1062310,SPICED RUM,259,Heaven Hill Distilleries Inc.,43028,Admiral Nelson Spiced Rum,6,1750,11.55,17.33,2,34.66
2014-02-13,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1062310,SPICED RUM,259,Heaven Hill Distilleries Inc.,43028,Admiral Nelson Spiced Rum,6,1750,11.55,17.32,1,17.32
2014-04-03,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1062310,SPICED RUM,259,Heaven Hill Distilleries Inc.,43028,Admiral Nelson Spiced Rum,6,1750,11.55,17.32,1,17.32
2014-01-16,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1062310,SPICED RUM,259,Heaven Hill Distilleries Inc.,43028,Admiral Nelson Spiced Rum,6,1750,11.55,17.32,1,17.32
2014-03-27,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,Bacardi U.S.A. Inc.,43128,Bacardi Superior Rum,6,1750,14.67,22.0,2,44.0
2014-05-15,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,Bacardi U.S.A. Inc.,43128,Bacardi Superior Rum,6,1750,15.0,22.5,2,45.0
2014-11-03,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,Bacardi U.S.A. Inc.,43128,Bacardi Superior Rum,6,1750,13.5,21.0,2,42.0
2014-01-09,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,Bacardi U.S.A. Inc.,43128,Bacardi Superior Rum,6,1750,12.67,20.0,1,20.0
2015-01-05,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1062310,SPICED RUM,260,Diageo Americas,43338,Captain Morgan Spiced Rum,6,1750,18.0,27.0,6,162.0
2014-01-09,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1062310,SPICED RUM,260,Diageo Americas,43338,Captain Morgan Spiced Rum,6,1750,17.75,26.62,6,159.72
2014-05-08,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,65,Jim Beam Brands,43848,Ronrico Silver Label Rum (pr),6,1750,7.35,11.02,1,11.02
2014-12-08,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1062310,SPICED RUM,434,Luxco-St Louis,44658,Lady Bligh Spiced Rum,6,1750,11.0,16.5,1,16.5
2014-04-03,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1062310,SPICED RUM,434,Luxco-St Louis,44658,Lady Bligh Spiced Rum,6,1750,10.5,15.75,1,15.75
2015-02-02,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45278,Paramount White Rum,6,1750,7.84,11.76,2,23.52
2014-08-14,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45278,Paramount White Rum,6,1750,7.84,11.76,2,23.52
2014-11-17,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45278,Paramount White Rum,6,1750,7.84,11.76,1,11.76
2014-04-17,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45278,Paramount White Rum,6,1750,7.84,11.76,1,11.76
2014-01-16,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,350,PARAMOUNT DISTILLERS INC.,45278,Paramount White Rum,6,1750,7.84,11.76,2,23.52
2014-10-27,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1062310,SPICED RUM,240,WILLIAM GRANT AND SONS INC.,45888,Sailor Jerry Spiced Navy Rum,6,1750,19.25,28.88,1,28.88
2014-01-02,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Distilleries Inc.,52318,Christian Bros Brandy,6,1750,11.83,17.74,2,35.48
2014-01-02,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Distilleries Inc.,52318,Christian Bros Brandy,6,1750,11.83,17.74,2,35.48
2015-02-16,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Brands,52318,Christian Bros Brandy,6,1750,11.83,17.75,1,17.75
2015-02-02,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Brands,52318,Christian Bros Brandy,6,1750,11.83,17.75,2,35.5
2014-05-08,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Distilleries Inc.,52318,Christian Bros Brandy,6,1750,10.33,16.24,2,32.48
2014-07-02,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Distilleries Inc.,52318,Christian Bros Brandy,6,1750,11.83,17.75,1,17.75
2014-04-17,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Distilleries Inc.,52318,Christian Bros Brandy,6,1750,11.83,17.74,2,35.48
2014-10-06,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Distilleries Inc.,52318,Christian Bros Brandy,6,1750,11.83,17.75,2,35.5
2014-05-29,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Distilleries Inc.,52318,Christian Bros Brandy,6,1750,10.33,16.24,1,16.24
2014-05-29,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Distilleries Inc.,52318,Christian Bros Brandy,6,1750,10.33,16.24,1,16.24
2014-01-30,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Distilleries Inc.,52318,Christian Bros Brandy,6,1750,11.83,17.74,1,17.74
2014-01-30,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Distilleries Inc.,52318,Christian Bros Brandy,6,1750,11.83,17.74,1,17.74
2014-01-23,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Distilleries Inc.,52318,Christian Bros Brandy,6,1750,11.83,17.74,1,17.74
2014-01-16,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Distilleries Inc.,52318,Christian Bros Brandy,6,1750,11.83,17.74,1,17.74
2014-01-16,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1071100,AMERICAN COCKTAILS,35,Bacardi U.S.A. Inc.,56828,Bacardi Classic Cocktails Mojito,6,1750,8.0,13.0,1,13.0
2014-05-29,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57144,Chi-Chi's White Russian,6,1750,6.0,9.25,2,18.5
2014-01-23,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57144,Chi-Chi's White Russian,6,1750,6.5,9.75,1,9.75
2015-01-05,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57148,Chi-Chi's Margarita W/tequila,6,1750,6.0,9.25,2,18.5
2014-07-02,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57148,Chi-Chi's Margarita W/tequila,6,1750,6.5,9.75,2,19.5
2014-01-30,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57158,Chi-Chi's Strawberry Margarita W/tequila,6,1750,6.5,9.75,1,9.75
2014-05-15,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1071100,AMERICAN COCKTAILS,395,Proximo,58875,Jose Cuervo Golden Margarita,6,1750,10.5,15.74,2,31.48
2014-03-13,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1071100,AMERICAN COCKTAILS,395,Proximo,58875,Jose Cuervo Golden Margarita,6,1750,9.5,14.74,1,14.74
2014-08-25,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1071100,AMERICAN COCKTAILS,395,Proximo,59154,1800 Ultimate Margarita,6,1750,9.5,14.25,1,14.25
2014-05-29,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1071100,AMERICAN COCKTAILS,434,Luxco-St Louis,63530,Salvador's Original Margarita PET,6,1750,5.5,8.25,3,24.75
2014-05-15,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,64356,Barenjager Imp Honey Liqueur,6,750,14.92,22.38,1,22.38
2014-05-08,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,55,Sazerac North America,64601,Caravella Limoncello,6,750,11.25,16.87,1,16.87
2014-03-06,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,55,Sazerac North America,64601,Caravella Limoncello,6,750,11.25,16.87,2,33.74
2014-12-01,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1081030,COFFEE LIQUEURS,410,The Patron Spirits Company,67595,Patron Xo Cafe,6,750,14.5,21.75,1,21.75
2014-08-29,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1081200,CREAM LIQUEURS,305,MHW Ltd,73053,Rumchata,6,1000,16.34,24.51,1,24.51
2014-11-07,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1081200,CREAM LIQUEURS,305,MHW Ltd,73053,Rumchata,6,1000,16.34,24.51,2,49.02
2014-07-10,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1081200,CREAM LIQUEURS,305,MHW Ltd,73053,Rumchata,6,1000,16.34,24.51,1,24.51
2014-10-06,,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91,Warren,1081200,CREAM LIQUEURS,305,MHW Ltd,73053,Rumchata,6,1000,16.34,24.51,2,49.02
